spec,term,estimate,std_error,t_stat,n,r2,adj_r2
M1_log_kl,intercept,0.3522926577670436,0.39113037334246925,0.9007039130110722,79,0.013638512669735037,0.0008286232238874369
M1_log_kl,log_kl,0.03576900899463547,0.03466539019201623,1.0318363300256004,79,0.013638512669735037,0.0008286232238874369
M2_log_kl_log_gdppc,intercept,0.4393641042908648,0.40311135387249886,1.0899323476506009,79,0.024252351928022886,-0.0014252177580817982
M2_log_kl_log_gdppc,log_kl,0.10017746873127988,0.07888267252240608,1.2699553086620532,79,0.024252351928022886,-0.0014252177580817982
M2_log_kl_log_gdppc,log_gdppc_ppp,-0.08844541800678996,0.09727495670262261,-0.9092311218104648,79,0.024252351928022886,-0.0014252177580817982
M3_quadratic_log_kl_log_gdppc,intercept,-4.953207121678722,3.876260297764244,-1.2778313996445598,79,0.049056416722203955,0.011018673391092193
M3_quadratic_log_kl_log_gdppc,log_kl,1.0935871949138458,0.714566988475082,1.5304194184055575,79,0.049056416722203955,0.011018673391092193
M3_quadratic_log_kl_log_gdppc,log_kl_sq,-0.04533852329060025,0.032415497143492684,-1.3986681459766483,79,0.049056416722203955,0.011018673391092193
M3_quadratic_log_kl_log_gdppc,log_gdppc_ppp,-0.08726365630380162,0.09667238168158758,-0.9026741121494686,79,0.049056416722203955,0.011018673391092193
